bandit,reward,algorithm
4,2.6768353490541035,epsilon-greedy
4,3.6709071343558026,epsilon-greedy
4,4.291408805785703,epsilon-greedy
4,3.75311383817557,epsilon-greedy
4,3.2452803479964816,epsilon-greedy
4,4.36629079482479,epsilon-greedy
4,5.264177326451623,epsilon-greedy
4,5.021693184623528,epsilon-greedy
4,3.877729988876253,epsilon-greedy
4,4.611974577544908,epsilon-greedy
4,4.290245189471712,epsilon-greedy
4,3.5110339339824117,epsilon-greedy
4,5.247090263647346,epsilon-greedy
4,3.2391078964899025,epsilon-greedy
4,2.866293445580365,epsilon-greedy
4,4.681509491629138,epsilon-greedy
4,4.602385508223482,epsilon-greedy
4,4.130250698339003,epsilon-greedy
4,4.3004914105854555,epsilon-greedy
4,3.5301502403488922,epsilon-greedy
4,4.615413788193561,epsilon-greedy
4,5.279448108557813,epsilon-greedy
4,4.396027074554855,epsilon-greedy
4,4.176572168905841,epsilon-greedy
4,5.710904187909382,epsilon-greedy
4,6.973303587864921,epsilon-greedy
4,5.2190923554058735,epsilon-greedy
4,5.905486291695115,epsilon-greedy
4,3.6737074840035717,epsilon-greedy
4,1.745899000878795,epsilon-greedy
4,4.857025506176747,epsilon-greedy
4,5.112623322405524,epsilon-greedy
4,3.410432706478641,epsilon-greedy
4,3.9183927379170984,epsilon-greedy
4,5.388267508219055,epsilon-greedy
4,2.5745575150213327,epsilon-greedy
4,4.127074217558068,epsilon-greedy
4,1.355506137819242,epsilon-greedy
4,3.9062345977361876,epsilon-greedy
4,3.9045303744152915,epsilon-greedy
4,4.7015190596022425,epsilon-greedy
4,6.046313681073681,epsilon-greedy
4,6.145288202549759,epsilon-greedy
4,3.4979954599994674,epsilon-greedy
4,3.659588929016891,epsilon-greedy
4,3.667444787750341,epsilon-greedy
4,3.848524471669315,epsilon-greedy
4,3.689422305286316,epsilon-greedy
4,3.499862288946294,epsilon-greedy
4,4.034255444375568,epsilon-greedy
4,4.177716473016267,epsilon-greedy
4,4.9164522388409155,epsilon-greedy
4,2.8122314958897086,epsilon-greedy
4,2.4689470121614137,epsilon-greedy
4,5.206212053489425,epsilon-greedy
4,5.191218105309922,epsilon-greedy
4,3.5852545975109575,epsilon-greedy
4,3.762259690795746,epsilon-greedy
4,6.854908095451787,epsilon-greedy
4,3.7730085164118807,epsilon-greedy
4,3.9139181647312444,epsilon-greedy
4,4.669751035786343,epsilon-greedy
4,3.806608426413929,epsilon-greedy
4,3.85039479462252,epsilon-greedy
4,2.97738288841845,epsilon-greedy
4,3.06619518272743,epsilon-greedy
4,5.030957997045257,epsilon-greedy
4,4.990292145381376,epsilon-greedy
4,3.68792691994326,epsilon-greedy
4,5.692054977910148,epsilon-greedy
4,5.954399826221528,epsilon-greedy
4,5.168999075587867,epsilon-greedy
4,2.6933066088941846,epsilon-greedy
4,3.7043105630537405,epsilon-greedy
4,4.159023178226136,epsilon-greedy
4,4.10642619025224,epsilon-greedy
4,5.000022568993298,epsilon-greedy
4,3.316272177664838,epsilon-greedy
4,4.488368234972998,epsilon-greedy
4,3.244332411739746,epsilon-greedy
4,4.708400802382354,epsilon-greedy
4,2.218639680872343,epsilon-greedy
4,2.106060118631511,epsilon-greedy
4,3.9352328120933553,epsilon-greedy
4,4.401001582652713,epsilon-greedy
4,3.9720617093249087,epsilon-greedy
4,4.171453274377409,epsilon-greedy
4,3.039115175856785,epsilon-greedy
4,4.732549842089064,epsilon-greedy
4,5.012737726298419,epsilon-greedy
4,5.414968358919134,epsilon-greedy
4,3.1750299266856845,epsilon-greedy
4,5.801931771487096,epsilon-greedy
4,3.245391699111975,epsilon-greedy
4,3.7717537884702814,epsilon-greedy
4,3.4406006637493136,epsilon-greedy
4,2.6273565722872343,epsilon-greedy
4,5.6013109685639035,epsilon-greedy
4,4.214996924586021,epsilon-greedy
4,2.9185611602236685,epsilon-greedy
4,3.569417179237234,epsilon-greedy
4,3.326288382544754,epsilon-greedy
4,1.926873820723614,epsilon-greedy
4,3.9337436967430746,epsilon-greedy
4,3.8636184330963,epsilon-greedy
4,3.929822417882998,epsilon-greedy
4,3.7257515770900453,epsilon-greedy
4,3.718615541267077,epsilon-greedy
4,3.6210245367104212,epsilon-greedy
4,3.267439237574319,epsilon-greedy
4,4.182349371723804,epsilon-greedy
4,4.469216990203899,epsilon-greedy
4,4.426200955506924,epsilon-greedy
4,4.236067640586419,epsilon-greedy
4,5.007666154044019,epsilon-greedy
4,3.1187918989891403,epsilon-greedy
4,3.7163399865398588,epsilon-greedy
4,3.0567982736380213,epsilon-greedy
4,5.046222819999069,epsilon-greedy
4,2.0688485784694324,epsilon-greedy
4,3.172248005678569,epsilon-greedy
4,2.8377643868629043,epsilon-greedy
4,4.554840992972903,epsilon-greedy
4,5.572935569846402,epsilon-greedy
4,4.385995148597927,epsilon-greedy
4,5.82166220385052,epsilon-greedy
4,1.430674523613075,epsilon-greedy
4,4.0253169897255034,epsilon-greedy
4,3.868817198080856,epsilon-greedy
4,4.095310622690903,epsilon-greedy
4,4.412053378871,epsilon-greedy
4,3.389498765782605,epsilon-greedy
4,5.176506414282822,epsilon-greedy
4,2.7206961312875038,epsilon-greedy
4,2.631396300664113,epsilon-greedy
4,3.7748313685822037,epsilon-greedy
4,4.522180952201169,epsilon-greedy
4,3.225457624599455,epsilon-greedy
4,4.299615315326173,epsilon-greedy
4,4.229637581852008,epsilon-greedy
4,2.7414619428575686,epsilon-greedy
4,3.991681374061631,epsilon-greedy
4,4.278277847387507,epsilon-greedy
4,3.5274060583739475,epsilon-greedy
4,4.964819895961735,epsilon-greedy
4,4.554450406390636,epsilon-greedy
4,4.446654030055148,epsilon-greedy
4,3.1474697737765416,epsilon-greedy
4,3.4355666804462084,epsilon-greedy
4,4.557142925544733,epsilon-greedy
4,3.9838086830101593,epsilon-greedy
4,3.846787291779034,epsilon-greedy
4,3.528266839861752,epsilon-greedy
4,1.6720823154258353,epsilon-greedy
4,4.56631778972643,epsilon-greedy
4,5.319183335386036,epsilon-greedy
4,5.004818464116057,epsilon-greedy
4,3.5153170765570723,epsilon-greedy
4,4.150154438596375,epsilon-greedy
4,4.270317619776399,epsilon-greedy
4,3.5864436581016843,epsilon-greedy
4,5.818983513534211,epsilon-greedy
4,3.8208825973776297,epsilon-greedy
4,3.076369169406802,epsilon-greedy
4,3.315239334288085,epsilon-greedy
4,4.969168035621381,epsilon-greedy
4,2.2905170154108028,epsilon-greedy
4,4.3423308543703705,epsilon-greedy
4,3.4863601237158663,epsilon-greedy
4,3.4521840023782113,epsilon-greedy
4,3.769517507582004,epsilon-greedy
4,2.8428812140888047,epsilon-greedy
4,2.249010069442091,epsilon-greedy
4,2.9557103505928684,epsilon-greedy
4,4.510609772602865,epsilon-greedy
4,4.551021895995593,epsilon-greedy
4,4.453413400514209,epsilon-greedy
4,4.1201017307916645,epsilon-greedy
4,3.9779300395314574,epsilon-greedy
4,3.7491925949850504,epsilon-greedy
4,4.8858554328977775,epsilon-greedy
4,6.017094718829698,epsilon-greedy
4,3.8077269575713437,epsilon-greedy
4,4.7526599481867695,epsilon-greedy
4,4.05084715172683,epsilon-greedy
4,3.846027082834876,epsilon-greedy
4,3.4427564165399707,epsilon-greedy
4,4.308158705196853,epsilon-greedy
4,2.8563574834403225,epsilon-greedy
4,4.722209087747185,epsilon-greedy
4,5.480944394113247,epsilon-greedy
4,4.80322934996432,epsilon-greedy
4,4.949554575673004,epsilon-greedy
4,5.180795457868561,epsilon-greedy
4,3.128147254466693,epsilon-greedy
4,3.157364400732499,epsilon-greedy
4,2.301459365373205,epsilon-greedy
4,5.191721636796986,epsilon-greedy
4,3.483947287563617,epsilon-greedy
4,4.577127998045929,epsilon-greedy
4,2.7528754704523557,epsilon-greedy
4,3.823920139697922,epsilon-greedy
4,4.271208573263508,epsilon-greedy
4,3.649988676545426,epsilon-greedy
4,2.3470199277862447,epsilon-greedy
4,4.496241014625439,epsilon-greedy
4,4.1689252380978985,epsilon-greedy
4,4.759393552295488,epsilon-greedy
4,3.788537321371045,epsilon-greedy
4,4.230299408776198,epsilon-greedy
4,2.6598715964732618,epsilon-greedy
4,3.721624935026287,epsilon-greedy
4,4.861577218383692,epsilon-greedy
4,4.531166245195976,epsilon-greedy
4,4.992386907761102,epsilon-greedy
4,4.684531260409907,epsilon-greedy
4,5.31196175334942,epsilon-greedy
4,3.389022405998775,epsilon-greedy
4,1.2299402863496383,epsilon-greedy
4,4.581360419749784,epsilon-greedy
4,4.80545434486078,epsilon-greedy
4,4.91401578379977,epsilon-greedy
4,3.9156261117666817,epsilon-greedy
4,3.7122229166584297,epsilon-greedy
4,4.717416559774997,epsilon-greedy
4,4.5598174893296415,epsilon-greedy
4,3.8303828729601843,epsilon-greedy
4,4.589054305908606,epsilon-greedy
4,4.708813139657048,epsilon-greedy
4,5.012792483601634,epsilon-greedy
4,2.4974177432804474,epsilon-greedy
4,3.0214313617346082,epsilon-greedy
4,4.752377227713262,epsilon-greedy
4,3.2131815455503507,epsilon-greedy
4,2.569201753484559,epsilon-greedy
4,6.0257584955502175,epsilon-greedy
4,3.9699076303435046,epsilon-greedy
4,4.942122681141609,epsilon-greedy
4,2.673240527232113,epsilon-greedy
4,4.260316754610734,epsilon-greedy
4,3.8768881509721487,epsilon-greedy
4,3.7897355174370984,epsilon-greedy
4,3.8644993340012177,epsilon-greedy
4,4.238692978705419,epsilon-greedy
4,5.212782861175219,epsilon-greedy
4,3.8311966362708954,epsilon-greedy
4,4.9716876715118,epsilon-greedy
4,5.9207505275598775,epsilon-greedy
4,3.787180530936414,epsilon-greedy
4,5.319123551058873,epsilon-greedy
4,3.8979375409839987,epsilon-greedy
4,2.3277752865471184,epsilon-greedy
4,4.46980898887818,epsilon-greedy
4,3.758894590686363,epsilon-greedy
4,4.43042558907844,epsilon-greedy
4,4.175866240279755,epsilon-greedy
4,3.187235881891724,epsilon-greedy
4,2.3105561903285485,epsilon-greedy
4,3.739452475301526,epsilon-greedy
4,4.92595150021347,epsilon-greedy
4,4.591218324633609,epsilon-greedy
4,3.8192795764656102,epsilon-greedy
4,3.26415775548748,epsilon-greedy
4,3.695499666211821,epsilon-greedy
4,4.1788767780797675,epsilon-greedy
4,3.6294225163123546,epsilon-greedy
4,5.481972829159298,epsilon-greedy
4,2.6046026040936843,epsilon-greedy
4,3.169363514421291,epsilon-greedy
4,5.660218758457784,epsilon-greedy
4,4.538659686968311,epsilon-greedy
4,4.062414712753754,epsilon-greedy
4,4.046085485839384,epsilon-greedy
4,3.8176891152667674,epsilon-greedy
4,3.9748351276587663,epsilon-greedy
4,3.6894005614635557,epsilon-greedy
4,4.660693076696222,epsilon-greedy
4,4.995472507478926,epsilon-greedy
4,4.55324923925408,epsilon-greedy
4,3.7778988877498763,epsilon-greedy
4,4.135642666409535,epsilon-greedy
4,4.9912849464264335,epsilon-greedy
4,4.18539318578675,epsilon-greedy
4,4.124344612156832,epsilon-greedy
4,3.8979655063466097,epsilon-greedy
4,4.315832073770671,epsilon-greedy
4,4.595223111831309,epsilon-greedy
4,3.445407177833048,epsilon-greedy
4,3.7212703084715963,epsilon-greedy
4,5.743836762554351,epsilon-greedy
4,4.255167105065182,epsilon-greedy
4,5.208786621726462,epsilon-greedy
4,3.103035104573305,epsilon-greedy
4,6.57581092995391,epsilon-greedy
4,4.2931433496364955,epsilon-greedy
4,4.538349626849517,epsilon-greedy
4,2.4794163513760052,epsilon-greedy
4,4.371050582832396,epsilon-greedy
4,5.830688713371962,epsilon-greedy
4,4.08560346106441,epsilon-greedy
4,3.5705829910887643,epsilon-greedy
4,3.3129858334967133,epsilon-greedy
4,2.5310571431596696,epsilon-greedy
4,4.098710599734943,epsilon-greedy
4,4.112188336442714,epsilon-greedy
4,4.968974854678439,epsilon-greedy
4,3.1344250146085013,epsilon-greedy
4,4.188991769571199,epsilon-greedy
4,5.969605244179913,epsilon-greedy
4,3.4728358968349315,epsilon-greedy
4,2.634459152313074,epsilon-greedy
4,4.394934134395818,epsilon-greedy
4,3.756299999695672,epsilon-greedy
4,2.9311631073120195,epsilon-greedy
4,4.222627810764491,epsilon-greedy
4,3.7188645435651493,epsilon-greedy
4,4.363235373208163,epsilon-greedy
4,4.331940540473625,epsilon-greedy
4,1.6456536338864143,epsilon-greedy
4,2.697731156607225,epsilon-greedy
4,3.6467863124856494,epsilon-greedy
4,5.617666873657523,epsilon-greedy
4,2.109139550361564,epsilon-greedy
4,3.8082249589516137,epsilon-greedy
4,4.015132875076228,epsilon-greedy
4,4.462497849453627,epsilon-greedy
4,2.5430523676695405,epsilon-greedy
4,3.632108921722989,epsilon-greedy
4,4.231193814086257,epsilon-greedy
4,3.08720053992896,epsilon-greedy
4,3.452840712587363,epsilon-greedy
4,2.78806812357369,epsilon-greedy
4,4.170654173094925,epsilon-greedy
4,3.8514516814337485,epsilon-greedy
4,4.8045683358014735,epsilon-greedy
4,3.9631729923986265,epsilon-greedy
4,4.355776956088378,epsilon-greedy
4,3.7688054264579374,epsilon-greedy
4,4.29857325382925,epsilon-greedy
4,5.0132775610687945,epsilon-greedy
4,2.9218089733408075,epsilon-greedy
4,3.6591393896708286,epsilon-greedy
4,3.250479689868645,epsilon-greedy
4,5.308683025034059,epsilon-greedy
4,5.124944073646376,epsilon-greedy
4,4.432188855503004,epsilon-greedy
4,3.218392254925207,epsilon-greedy
4,4.159114456270215,epsilon-greedy
4,4.122095269555124,epsilon-greedy
4,3.981298799032332,epsilon-greedy
4,6.290775937561399,epsilon-greedy
4,4.37470272596115,epsilon-greedy
4,5.2190097690555755,epsilon-greedy
4,4.430288857825881,epsilon-greedy
4,5.035575509409433,epsilon-greedy
4,3.4027650487574097,epsilon-greedy
4,4.433215852249989,epsilon-greedy
4,3.6227577636483383,epsilon-greedy
4,3.88912479571391,epsilon-greedy
4,3.2672230446412582,epsilon-greedy
4,4.265823656248481,epsilon-greedy
4,5.485630082606981,epsilon-greedy
4,3.876287918703938,epsilon-greedy
4,5.380046240841841,epsilon-greedy
4,4.174665713164601,epsilon-greedy
4,4.576569289322732,epsilon-greedy
4,4.656219644670488,epsilon-greedy
4,3.5605382371094096,epsilon-greedy
4,4.283068711598157,epsilon-greedy
4,2.3273527935915514,epsilon-greedy
4,4.809210326309825,epsilon-greedy
4,4.547144082053153,epsilon-greedy
4,4.585536856530674,epsilon-greedy
4,3.456706818258145,epsilon-greedy
4,3.8542755414437666,epsilon-greedy
4,5.753044150717537,epsilon-greedy
4,3.76282337648365,epsilon-greedy
4,3.348739683339203,epsilon-greedy
4,4.243487409252394,epsilon-greedy
4,3.2391428679499326,epsilon-greedy
4,5.046323782026927,epsilon-greedy
4,4.062067021537487,epsilon-greedy
4,4.919814485713435,epsilon-greedy
4,3.2490164519515385,epsilon-greedy
4,3.632112452454255,epsilon-greedy
4,2.0694386090222623,epsilon-greedy
4,4.943222512077597,epsilon-greedy
4,1.3191272423461249,epsilon-greedy
4,2.871771017455032,epsilon-greedy
4,2.743604415010119,epsilon-greedy
4,3.601792639047239,epsilon-greedy
4,3.0549039579443753,epsilon-greedy
4,2.30725296990975,epsilon-greedy
4,5.092208875743026,epsilon-greedy
4,3.9378214097913657,epsilon-greedy
4,3.2862759427488317,epsilon-greedy
4,3.0954196916562933,epsilon-greedy
4,5.2807876306078505,epsilon-greedy
4,3.1288732462647384,epsilon-greedy
4,2.7849434176715415,epsilon-greedy
4,3.187981759503932,epsilon-greedy
4,2.8576344115284873,epsilon-greedy
4,4.159071497678788,epsilon-greedy
4,3.9711060107288803,epsilon-greedy
4,2.5189214117851497,epsilon-greedy
4,4.470391603861706,epsilon-greedy
4,3.228184371166395,epsilon-greedy
4,3.5298371754201128,epsilon-greedy
4,4.8781285245236745,epsilon-greedy
4,4.365777671626933,epsilon-greedy
4,4.398799087897861,epsilon-greedy
4,5.774806710166007,epsilon-greedy
4,5.170965544592615,epsilon-greedy
4,2.9746856320560893,epsilon-greedy
4,3.158413920772632,epsilon-greedy
4,3.1737065277412566,epsilon-greedy
4,5.0022222271216155,epsilon-greedy
4,3.7764128823863827,epsilon-greedy
4,3.740324208611404,epsilon-greedy
4,3.346083757907859,epsilon-greedy
4,4.384741351046005,epsilon-greedy
4,3.940636608174356,epsilon-greedy
4,3.8595828442644464,epsilon-greedy
4,4.741693254053008,epsilon-greedy
4,3.339577034486417,epsilon-greedy
4,5.629975927227552,epsilon-greedy
4,3.892251061073609,epsilon-greedy
4,4.405703839848095,epsilon-greedy
4,3.5946140508577864,epsilon-greedy
4,4.0586365732857175,epsilon-greedy
4,2.8682191064713263,epsilon-greedy
4,4.2981650623459124,epsilon-greedy
4,3.8009817992134227,epsilon-greedy
4,4.429947257968232,epsilon-greedy
4,3.8454020257989545,epsilon-greedy
4,5.064207093813258,epsilon-greedy
4,4.353010889281816,epsilon-greedy
4,5.557836222913598,epsilon-greedy
4,2.568314049376415,epsilon-greedy
4,2.169052915115312,epsilon-greedy
4,3.828840548321994,epsilon-greedy
4,1.7509371110897636,epsilon-greedy
4,2.7222537190576266,epsilon-greedy
4,4.47253521835883,epsilon-greedy
4,4.021479022763189,epsilon-greedy
4,3.7585605583822184,epsilon-greedy
4,3.429336647948502,epsilon-greedy
4,5.346854782562392,epsilon-greedy
4,5.5707495822802615,epsilon-greedy
4,4.765765444275168,epsilon-greedy
4,2.6002977576602673,epsilon-greedy
4,4.382256402311383,epsilon-greedy
4,3.238670083912495,epsilon-greedy
4,5.803634518717384,epsilon-greedy
4,3.3865092349469936,epsilon-greedy
4,3.285234776999405,epsilon-greedy
4,2.8173011226152918,epsilon-greedy
4,4.55071075150919,epsilon-greedy
4,4.568747647711923,epsilon-greedy
4,3.269662408577483,epsilon-greedy
4,2.7506316541139757,epsilon-greedy
4,5.2198184277912825,epsilon-greedy
4,5.641668636013124,epsilon-greedy
4,2.4356497306471803,epsilon-greedy
4,4.210779406846669,epsilon-greedy
4,4.874001535515439,epsilon-greedy
4,3.7817631091703716,epsilon-greedy
4,3.6112233735715407,epsilon-greedy
4,5.192054926578027,epsilon-greedy
4,4.4588045023563545,epsilon-greedy
4,6.051128683127648,epsilon-greedy
4,4.420618030729667,epsilon-greedy
4,4.753298284597475,epsilon-greedy
4,2.8914688459924762,epsilon-greedy
4,3.9466057284917877,epsilon-greedy
4,5.413061347630569,epsilon-greedy
4,5.306399794971542,epsilon-greedy
4,5.6616359334579975,epsilon-greedy
4,4.153141460642262,epsilon-greedy
4,2.9268658235032667,epsilon-greedy
4,4.24592621970912,epsilon-greedy
4,3.984742839996607,epsilon-greedy
4,4.5793883234806225,epsilon-greedy
4,3.894335414626639,epsilon-greedy
4,4.790517718321082,epsilon-greedy
4,1.9976045996402263,epsilon-greedy
4,4.363052375683808,epsilon-greedy
4,4.524428763029347,epsilon-greedy
4,4.336798759778959,epsilon-greedy
4,5.40903550233962,epsilon-greedy
4,3.39871950937834,epsilon-greedy
4,2.9226784671657926,epsilon-greedy
4,5.059349728955961,epsilon-greedy
4,3.6069714855216026,epsilon-greedy
4,5.771299118392781,epsilon-greedy
4,3.6342774884597664,epsilon-greedy
4,4.358143905230534,epsilon-greedy
4,4.428398252466274,epsilon-greedy
4,3.8956657916587045,epsilon-greedy
4,2.854875115936043,epsilon-greedy
4,4.955295286739036,epsilon-greedy
4,3.382967118698362,epsilon-greedy
4,4.1513622674263,epsilon-greedy
4,4.73243441702114,epsilon-greedy
4,4.332377377346487,epsilon-greedy
4,5.281407445658224,epsilon-greedy
4,3.462425545545167,epsilon-greedy
4,2.6122841300125534,epsilon-greedy
4,3.506114711327242,epsilon-greedy
4,3.519280322474401,epsilon-greedy
4,3.4597638776538036,epsilon-greedy
4,3.260610277869009,epsilon-greedy
4,4.285025979668213,epsilon-greedy
4,4.185018858286709,epsilon-greedy
4,4.441766573701989,epsilon-greedy
4,5.108781136071655,epsilon-greedy
4,3.594420408719652,epsilon-greedy
4,3.826076404443462,epsilon-greedy
4,3.669408619467211,epsilon-greedy
4,2.172655643315174,epsilon-greedy
4,4.061378122669911,epsilon-greedy
4,3.5032054180893915,epsilon-greedy
4,3.5393215134179843,epsilon-greedy
4,5.109306796696967,epsilon-greedy
4,3.8749115544809127,epsilon-greedy
4,3.0549241218892225,epsilon-greedy
4,5.178716086221391,epsilon-greedy
4,4.28001945721059,epsilon-greedy
4,1.77667908905741,epsilon-greedy
4,3.6324131850445145,epsilon-greedy
4,5.902628367911477,epsilon-greedy
4,3.642763937108563,epsilon-greedy
4,3.6449122209959235,epsilon-greedy
4,3.8131218157664626,epsilon-greedy
4,3.116370653928236,epsilon-greedy
4,4.697233030960118,epsilon-greedy
4,4.312469369729616,epsilon-greedy
4,1.7988581996452662,epsilon-greedy
4,3.7705276027125105,epsilon-greedy
4,3.7930866257923386,epsilon-greedy
4,3.797018003094506,epsilon-greedy
4,2.86574553771868,epsilon-greedy
4,4.304640038234899,epsilon-greedy
4,4.505587884195696,epsilon-greedy
4,1.828909294181838,epsilon-greedy
4,2.8209192657075235,epsilon-greedy
4,1.6931256056809927,epsilon-greedy
4,2.5686568001386334,epsilon-greedy
4,2.7569488597888325,epsilon-greedy
4,3.4927697114543763,epsilon-greedy
4,3.3706884077655905,epsilon-greedy
4,4.146984382138122,epsilon-greedy
4,4.18487286609806,epsilon-greedy
4,5.073845725957439,epsilon-greedy
4,3.777115215825425,epsilon-greedy
4,1.60903012601556,epsilon-greedy
4,3.225756626565194,epsilon-greedy
4,3.8681716754698527,epsilon-greedy
4,3.037254338387343,epsilon-greedy
4,5.951993104560744,epsilon-greedy
4,4.351231421365029,epsilon-greedy
4,3.6653163505623882,epsilon-greedy
4,2.2284786693346677,epsilon-greedy
4,3.598056868066236,epsilon-greedy
4,4.121830136669959,epsilon-greedy
4,6.333943224396334,epsilon-greedy
4,4.194897463104319,epsilon-greedy
4,4.498136329376175,epsilon-greedy
4,4.785308690096632,epsilon-greedy
4,3.3206841473412987,epsilon-greedy
4,4.495576937756031,epsilon-greedy
4,5.962370313337856,epsilon-greedy
4,1.9791546684516432,epsilon-greedy
4,3.0416544265384386,epsilon-greedy
4,6.380318131436408,epsilon-greedy
4,4.967320977135042,epsilon-greedy
4,2.8504851404039355,epsilon-greedy
4,4.862545745940323,epsilon-greedy
4,3.89000423289797,epsilon-greedy
4,3.614180317614583,epsilon-greedy
4,4.467666912321278,epsilon-greedy
4,2.481465623959229,epsilon-greedy
4,5.215986739334583,epsilon-greedy
4,3.4989581612148397,epsilon-greedy
4,3.7244083884731927,epsilon-greedy
4,3.8094647295794184,epsilon-greedy
4,3.7789318494506174,epsilon-greedy
4,4.033361939456954,epsilon-greedy
4,3.2446594386356704,epsilon-greedy
4,2.4242510167216014,epsilon-greedy
4,5.1002038916971495,epsilon-greedy
4,4.5422569171350675,epsilon-greedy
4,4.1638268067345034,epsilon-greedy
4,5.147482422829362,epsilon-greedy
4,3.7467406302238664,epsilon-greedy
4,4.973434180890487,epsilon-greedy
4,5.79370406941569,epsilon-greedy
4,5.0824109915099145,epsilon-greedy
4,4.3503740676510185,epsilon-greedy
4,5.2302313667767,epsilon-greedy
4,4.701775451838203,epsilon-greedy
4,3.186282116568421,epsilon-greedy
4,3.3740249443672687,epsilon-greedy
4,3.5413528364391285,epsilon-greedy
4,3.6362996387998123,epsilon-greedy
4,5.557655959640863,epsilon-greedy
4,4.109908887469666,epsilon-greedy
4,4.636217186764044,epsilon-greedy
4,3.9524873468706616,epsilon-greedy
4,4.581242011221949,epsilon-greedy
4,4.6601594927313705,epsilon-greedy
4,4.386838440985313,epsilon-greedy
4,1.0532513509189756,epsilon-greedy
4,5.460555824518357,epsilon-greedy
4,4.502608918002938,epsilon-greedy
4,3.906012200215213,epsilon-greedy
4,4.318029725559267,epsilon-greedy
